Datetime,Tweet Id,OriginalText,Username,Text_Cleaned,tokens,Text,Subjectivity,Polarity,NumberOfWords,MeanWordLength,P&SSentiment,SIA Positive Sentiment,SIA Neutral Sentiment,SIA Negative Sentiment,Class
2021-10-27 20:22:08+00:00,1453457004119220225,@CryptoWizardd $NAKA is the best #Metaverse #gaming token,TradeXnft,naka is the best token,"['naka', 'best', 'token']",naka best token,0.3,1.0,3,4.33,Positive,0.6770010000000001,0.323001,1e-06,0
2021-10-27 20:17:56+00:00,1453455947909636096,"@MonsterArenaBSC Good project 

@Justices32 
@Sonatonroy23 
@anilroy121 
#Airdrop #GameFi #NFT #PlayToEarn #Metaverse",arjunroy23,good project,['good'],good,0.6000000000000001,0.7,1,4.0,Positive,1.000001,1e-06,1e-06,0
2021-10-27 20:16:44+00:00,1453455645219467275,"10.26.21: PEOPLE are BANDING together worldwide against EVIL! Huge ARREST! STAND FIRM! PRAY! https://t.co/tfvqfCLhid via @BitChute
Great video @andweknow 
#Community @Tryitout_tryio @conspiracyb0t @WW3Info 
#Metaverse #WorldSeries 
#SpreadTheWord",1FreeEqualWorld,   people are banding together worldwide against evil huge arrest stand firm pray via great video,"['people', 'banding', 'together', 'worldwide', 'evil', 'huge', 'arrest', 'stand', 'firm', 'pray', 'via', 'great', 'video']",people banding together worldwide evil huge arrest stand firm pray via great video,0.61,-0.0099999999999999,13,5.38,Negative,0.3700009999999999,0.340001,0.2890009999999999,0
2021-10-27 20:16:38+00:00,1453455622545068039,"@BinanceFutures I like @bloktopia #metaverse, because its gonna have multiple usecase. I like owning a reblock and lending it.",thewiner7,i like because its gonna have multiple usecaselike owningreblock and lending it,"['like', 'gonna', 'multiple', 'usecaselike', 'owningreblock', 'lending']",like gonna multiple usecaselike owningreblock lending,0.0,0.0,6,8.0,Neutral,0.333001,0.6670010000000001,1e-06,0
2021-10-27 20:08:18+00:00,1453453525204279300,"@MonsterArenaBSC This is going to be huge.

@dantakum101 @xtradezeros @edoukeje @tehilahlawanson @dantakum 

#Airdrop #GameFi #NFT #PlayToEarn #Metaverse",LOnyebi,this is going to be huge,"['going', 'huge']",going huge,0.9,0.4000000000000001,2,4.5,Positive,0.697001,0.3030009999999999,1e-06,0
2021-10-27 20:08:00+00:00,1453453447236182022,"@MonsterArenaBSC good project

@rafitria77 @mulfa777 @abdoelrahman999 

#Airdrop #GameFi #NFT #PlayToEarn #Metaverse",ricky_afdaly,good project,['good'],good,0.6000000000000001,0.7,1,4.0,Positive,1.000001,1e-06,1e-06,0
2021-10-27 20:06:21+00:00,1453453033795379204,"Join us for our weekly Twitter Spaces today at 6PM EST, hosted by @KASEENO !

In preparation for our #digitalfashion party in @decentraland tomorrow, the topic will be all things #Decentraland 

#portionapp #nft #nftcommunity #metaverse #nftcollector $prt

https://t.co/mwZPwIvXF0 https://t.co/qrpG55aSMU",PortionApp,join us for our weekly twitter spaces today at  est hosted by in preparation for our party in tomorrow the topic will be all things prt,"['join', 'weekly', 'twitter', 'spaces', 'today', 'est', 'hosted', 'preparation', 'party', 'tomorrow', 'topic', 'things', 'prt']",join weekly twitter spaces today est hosted preparation party tomorrow topic things prt,0.0,0.0,13,5.77,Neutral,0.3080009999999999,0.692001,1e-06,0
2021-10-27 20:06:03+00:00,1453452959103299594,"@DeepLearn007 @pierrepinna @sallyeaves @Xbond49 @SpirosMargaris @jblefevre60 @Nicochan33 @JimMarous @gvalan @enilev @PawlowskiMario @HaroldSinnott @ahier @TrippBraden @TheRudinGroup @lyakovet @BetaMoroney @ipfconline1 @AghiathChbib @asifrazzaq1988 @stratorob @Ym78200 Great read👍 Thank you, Dear Imtiaz🙏

""#AI as creative partner"" I love it😍 

I believe #Metaverse has the power to accelerate the development of AGI.",Shi4Tech,great read thank you dear imtiaz as creative partnerlove itbelieve has the power to accelerate the development of agi,"['great', 'read', 'thank', 'dear', 'imtiaz', 'creative', 'partnerlove', 'itbelieve', 'power', 'accelerate', 'development', 'agi']",great read thank dear imtiaz creative partnerlove itbelieve power accelerate development agi,0.875,0.65,12,6.75,Positive,0.602001,0.398001,1e-06,0
2021-10-27 20:05:02+00:00,1453452700843184128,"The back seat entertainment experience is changing, thanks to @holoride 🚀

#Metaverse https://t.co/anhRurVVn7",paulmilleX,the back seat entertainment experience is changing thanks to,"['back', 'seat', 'entertainment', 'experience', 'changing', 'thanks']",back seat entertainment experience changing thanks,0.1,0.1,6,7.5,Positive,0.588001,0.4120009999999999,1e-06,0
2021-10-27 20:03:00+00:00,1453452188064301056,@HoofinCrypto @MekaVerse @Hor1zon_Project Less than 2 days now to own $Wars ⚔ All troops get ready for Impact #Metawars is coming in Hot #Nfts #Nft #Playtoearn #Metaverse,cryptoraymond2,less than  days now to own wars all troops get ready for impact is coming in hot,"['less', 'days', 'wars', 'troops', 'get', 'ready', 'impact', 'coming', 'hot']",less days wars troops get ready impact coming hot,0.4722222222222222,0.0944444444444444,9,4.56,Positive,0.195001,0.5460010000000001,0.259001,0
2021-10-27 20:00:20+00:00,1453451519764860934,"Join me for @SideShowAwards #CREATIVEWEEK VIRTUAL EVENTS TODAY Wed 10/27 8PM EST - I'm talking about Harnessing The Power of Augmented Reality. #AR #metaverse
https://t.co/lfUYEL9Lcm https://t.co/7GaPk8cp1n",webkitten,join me for virtual events today wed    estm talking about harnessing the power of augmented reality,"['join', 'virtual', 'events', 'today', 'wed', 'estm', 'talking', 'harnessing', 'power', 'augmented', 'reality']",join virtual events today wed estm talking harnessing power augmented reality,0.0,0.0,11,6.09,Neutral,0.180001,0.820001,1e-06,0
2021-10-27 20:00:17+00:00,1453451505214758913,"@MonsterArenaBSC Nice project 
 #Airdrop #GameFi #NFT #PlayToEarn #Metaverse 
@Mostafi700 @HasibulSunny3 @MarinaAkter17",OrnobAbid,nice project,['nice'],nice,1.0,0.6,1,4.0,Positive,1.000001,1e-06,1e-06,0
2021-10-27 19:52:34+00:00,1453449564455727105,A lot of people talking about the Metaverse which will replace or reshape Internet. Using virtual reality and augmented reality to create sim experience. But are you ready to be in the metaverse and be reminded about your extended car warranty? #future #Metaverse,TrivediKevin,a lot of people talking about the metaverse which will replace or reshape internet using virtual reality and augmented reality to create sim experience but are you ready to be in the metaverse and be reminded about your extended car warranty,"['lot', 'people', 'talking', 'replace', 'reshape', 'internet', 'using', 'virtual', 'reality', 'augmented', 'reality', 'create', 'sim', 'experience', 'ready', 'reminded', 'extended', 'car', 'warranty']",lot people talking replace reshape internet using virtual reality augmented reality create sim experience ready reminded extended car warranty,0.5,0.2,19,6.53,Positive,0.213001,0.7870010000000001,1e-06,0
2021-10-27 19:51:13+00:00,1453449225807667201,"@MonsterArenaBSC OMG great &amp; Nice Project
@akramrobi2647 
@hamimakram1 
@AkramHo34766136 
@robi45000 
@GaffarRobi222 
#Airdrop #GameFi #NFT #P2E #Metaverse",AkramHo87043268,omg great amp nice project,"['omg', 'great', 'nice']",omg great nice,0.875,0.7,3,4.0,Positive,0.873001,0.127001,1e-06,0
2021-10-27 19:49:45+00:00,1453448854649573382,"@GunHunterNFT Thank for drop😍
I am very impressed with this project.  I will follow it. Hopefully in the future will be more solid with the team. Please friends join me and smile later. 

@AngeL_QueeN815
@Elijehjazz
@shahsaeed130

#GunHunterNFT #GameNFT 
#GHT #metaverse #PVP #P2E",Nnanna39456376,thank for dropam very impressed with this projectwill follow it hopefully in the future will be more solid with the team please friends join me and smile later,"['thank', 'dropam', 'impressed', 'projectwill', 'follow', 'hopefully', 'future', 'solid', 'team', 'please', 'friends', 'join', 'smile', 'later']",thank dropam impressed projectwill follow hopefully future solid team please friends join smile later,0.265,0.26,14,6.29,Positive,0.769001,0.231001,1e-06,0
2021-10-27 19:49:38+00:00,1453448827768352774,@angela_direct @decentraland @TheSandboxGame @VulcanForged @YieldGuild @TheUFOtoken @StarLinkETH Your missing a big player in the #metaverse #vempire is launching 2 #PlayToEarn games this year 🤯 and more #P2E  games next year🤯 #defi platform with triple yield and #Metaverse #stacking #polygon #bsc bridge after game launch 🚀 #NFT #doxxed #transparent huge liquidity pool,kevincrypt69420,your missingbig player in the is launching  games this year and more games next year platform with triple yield and bridge after game launch huge liquidity pool,"['missingbig', 'player', 'launching', 'games', 'year', 'games', 'next', 'year', 'platform', 'triple', 'yield', 'bridge', 'games', 'launching', 'huge', 'liquidity', 'pool']",missingbig player launching games year games next year platform triple yield bridge games launching huge liquidity pool,0.45,0.2,17,6.06,Positive,0.126001,0.874001,1e-06,0
2021-10-27 19:48:01+00:00,1453448418467192832,If you want access to @PrimoToken #metaverse better to head @OceanNFTmarket and pick up a #primoNFT to get ready for @AftermathIsland .. Only 150 PRIMO NFTs left!,Businesslife365,if you want access to better to head and pick upto get ready for only  primo nfts left,"['want', 'access', 'better', 'head', 'pick', 'upto', 'get', 'ready', 'primo', 'left']",want access better head pick upto get ready primo left,0.3333333333333333,0.2333333333333333,10,4.5,Positive,0.4890009999999999,0.511001,1e-06,0
2021-10-27 19:46:46+00:00,1453448102707355651,"shortly I will draw an nft ball. which one would you like it to be? the one with the most likes on https://t.co/BPGx8l66Ew will be raffled on November 1.

#NFTs #Metaverse #cryptocurrecy #art #BinanceSmartChain #OpenSeaNFT #openseaart #Ethereum #NFTCommunity #nftcollector https://t.co/THvJ7FsFqh",domino_nft,shortlywill draw an nft ball which one would you like it to be the one with the most likes on will be raffled on november ,"['shortlywill', 'draw', 'ball', 'would', 'like', 'like', 'raffled', 'november']",shortlywill draw ball would like like raffled november,0.0,0.0,8,5.88,Neutral,0.455001,0.5450010000000001,1e-06,0
2021-10-27 19:44:45+00:00,1453447598774362120,@CryptoWizardd The best MNG💯🚀$MNG @BenTodar @MoonNation0 #metaverse #GAMINGNFT #PlayToEarn,baristcakir,the best mng mng,"['best', 'mng', 'mng']",best mng mng,0.3,1.0,3,3.33,Positive,0.6770010000000001,0.323001,1e-06,0
2021-10-27 19:40:21+00:00,1453446490379231234,"@TheEuroSniper Yes sir our body is ready LFG.. 🚀

Why #Floki is programmed  for Mars🚀 
 
#FLOKI / @RealFlokiInu is:

✅ $800m market cap giant
✅ 160K holders
✅ 3rd biggest meme after #DOGE &amp; #SHIB
✅ Building an #NFT gaming #metaverse
✅ Mainstream
✅ Taking over the world with marketing https://t.co/VTZMqGHsys",FlokitoValhalla,yes sir our body is ready lfg why is programmed for mars is  market cap giant  holders  biggest meme after amp building an gaming mainstream taking over the world with marketing,"['yes', 'sir', 'body', 'ready', 'lfg', 'programmed', 'mars', 'market', 'cap', 'giant', 'holders', 'biggest', 'meme', 'building', 'gaming', 'mainstream', 'taking', 'world', 'market']",yes sir body ready lfg programmed mars market cap giant holders biggest meme building gaming mainstream taking world market,0.75,0.1,19,5.53,Positive,0.234001,0.766001,1e-06,0
2021-10-27 19:37:03+00:00,1453445659957338115,that was fun #NFT #Metaverse 👇 https://t.co/D4vUwwfZJA,Clas_eth,that was fun,['fun'],fun,0.2,0.3,1,3.0,Positive,1.000001,1e-06,1e-06,0
2021-10-27 19:35:07+00:00,1453445174600871940,"@MonsterArenaBSC The next good project this is a good project going forward. hopefully it will be a new hope and provide good progress
@mahesajoe54 @WayneSinagaTW63
@yudiTWstira09
#Airdrop #GameFi #NFT #PlayToEarn #Metaverse",bimaTWsena,the next good project this isgood project going forward hopefully it will benew hope and provide good progress,"['next', 'good', 'isgood', 'going', 'forward', 'hopefully', 'benew', 'hopefully', 'provide', 'good', 'progress']",next good isgood going forward hopefully benew hopefully provide good progress,0.4000000000000001,0.4666666666666666,11,6.18,Positive,0.700001,0.3000009999999999,1e-06,0
2021-10-27 19:34:10+00:00,1453444932333670406,@NathanCRoth Get ready...#MetaWars is about to make it's way into the #Metaverse $GameFi,CryptodivaE,get ready is about to make itway into the gamefi,"['get', 'ready', 'make', 'itway']",get ready make itway,0.5,0.2,4,4.25,Positive,0.455001,0.5450010000000001,1e-06,0
2021-10-27 19:32:41+00:00,1453444558096719872,"@Hobbit_Invest NIce project
@ibenkrakhmat 
@Toyes05 
@dhanufajar 

#Hobbit #Metaspatial #Metaverse #SpatialAudio",anakguyang,nice project,['nice'],nice,1.0,0.6,1,4.0,Positive,1.000001,1e-06,1e-06,0
2021-10-27 19:32:10+00:00,1453444429340053508,"🔥🔥PHENOMENAL milestone reached by the world's FIRST social #Metaverse ! And 💪🏼1 Million users 💪🏼STRONG is just the beginning!!! Uhive's growth (in a beta stage no less!) continues to validate the prescience of a user-centric social model 👏🏻 Next stop, 5M!! 🔥🔥 https://t.co/ewPfngw5nt",it_8nt_my_fault,phenomenal milestone reached by the worldfirst social and  million users strong is just the beginning uhivegrowth inbeta stage no less continues to validate the prescience ofuser centric social model next stop ,"['phenomenal', 'milestone', 'reached', 'worldfirst', 'social', 'million', 'users', 'strong', 'beginning', 'uhivegrowth', 'inbeta', 'stage', 'less', 'continues', 'validate', 'prescience', 'ofuser', 'centric', 'social', 'model', 'next', 'stop']",phenomenal milestone reached worldfirst social million users strong beginning uhivegrowth inbeta stage less continues validate prescience ofuser centric social model next stop,0.219047619047619,0.119047619047619,22,7.0,Positive,0.255001,0.6640010000000001,0.081001,0
2021-10-27 19:31:57+00:00,1453444374264680457,"@NFTCryptoPlanes @cryptocarsgame @BinanceChain The next good project this is a good project going forward. hopefully it will be a new hope and provide good progress
@mahesajoe54 @WayneSinagaTW63
@yudiTWstira09
#Metaverse #CryptoPlanes #CryptoCars #MVBIII $CPAN $CCAR",bimaTWsena,the next good project this isgood project going forward hopefully it will benew hope and provide good progress cpan ccar,"['next', 'good', 'isgood', 'going', 'forward', 'hopefully', 'benew', 'hopefully', 'provide', 'good', 'progress', 'cpan', 'ccar']",next good isgood going forward hopefully benew hopefully provide good progress cpan ccar,0.4000000000000001,0.4666666666666666,13,5.85,Positive,0.636001,0.3640009999999999,1e-06,0
2021-10-27 19:28:31+00:00,1453443511777472521,"@RealFlokiInu Smart move guys! Kudos and love❤⚔💚
 
#FLOKI / @RealFlokiInu 

✅ $800m market cap giant.
✅ 160K holders.
✅ 3rd biggest meme after #DOGE &amp; #SHIB
✅ Building an #NFT gaming #metaverse
✅ Mainstream
✅ Taking over the world with marketing

#FlokiVikings #valhalla #doge https://t.co/PuHmKOD8m4",FlokitoValhalla,smart move guys kudos and love  market cap giant  holders  biggest meme after amp building an gaming mainstream taking over the world with marketing,"['smart', 'move', 'guys', 'kudos', 'love', 'market', 'cap', 'giant', 'holders', 'biggest', 'meme', 'building', 'gaming', 'mainstream', 'taking', 'world', 'market']",smart move guys kudos love market cap giant holders biggest meme building gaming mainstream taking world market,0.7476190476190476,0.2380952380952381,17,5.59,Positive,0.4210009999999999,0.579001,1e-06,0
2021-10-27 19:27:36+00:00,1453443281786863618,"@MonsterArenaBSC This project has a very bright future, because I really think this project is too perfect to be true. This is a very cool and innovative project. Keep support Red heartSparkles.
@sanjaydoel
@YadiSup16835131
@Khaazol

#Airdrop #GameFi #NFT #PlayToEarn #Metaverse",menangbanyak123,this project hasvery bright future becausereally think this project is too perfect to be true this isvery cool and innovative project keep support red heartsparkles,"['hasvery', 'bright', 'future', 'becausereally', 'think', 'perfect', 'true', 'isvery', 'cool', 'innovative', 'keep', 'support', 'red', 'heartsparkles']",hasvery bright future becausereally think perfect true isvery cool innovative keep support red heartsparkles,0.6035714285714285,0.4142857142857143,14,6.79,Positive,0.6840010000000001,0.316001,1e-06,0
2021-10-27 19:27:14+00:00,1453443189701021696,"@samanthagwolfe A #Metaverse without #AR Glasses is like a Forest without waterfalls. 

The Metaverse is best viewed from an infinite number of perspectives.

#VR all but players on the #Metaverse stage and  each playing the part of #AR choosing.",John_Westra,a without glasses is likeforest without waterfalls the metaverse is best viewed from an infinite number of perspectives all but players on the stage and each playing the part of choosing,"['without', 'glasses', 'likeforest', 'without', 'waterfalls', 'best', 'viewed', 'infinite', 'number', 'perspectives', 'players', 'stage', 'playing', 'part', 'choosing']",without glasses likeforest without waterfalls best viewed infinite number perspectives players stage playing part choosing,0.3,1.0,15,7.2,Positive,0.168001,0.650001,0.182001,0
2021-10-27 19:25:41+00:00,1453442798573670402,"Baby #19 
@SMoonMonsters
 LOVES mushrooms so welcome 
@Meta_Mushrooms
 394!
 https://t.co/mOoQ09fbao via #Metaverse #NFT #nftcollector  #NFTcollectible #cryptocurrency",CryptGem,baby loves mushrooms so welcome  via,"['baby', 'loves', 'mushrooms', 'welcome', 'via']",baby loves mushrooms welcome via,0.9,0.8,5,5.6,Positive,0.691001,0.3090009999999999,1e-06,0
2021-10-27 19:20:35+00:00,1453441513078214656,"@MonsterArenaBSC This is definitely going to be HUGE!as the team has been an inspiration in their innovative approaches towards achieving the project goals &amp; visions,I am so glad to be part of this.
@Farhan71808144 @Dhika2614 @Firchansyah1 @aminudin411
#Airdrop #GameFi #NFT #PlayToEarn #Metaverse",Rio_1908,this is definitely going to be huge as the team has been an inspiration in their innovative approaches towards achieving the project goals amp visionsam so glad to be part of this,"['definitely', 'going', 'huge', 'team', 'inspiration', 'innovative', 'approaches', 'towards', 'achieving', 'goals', 'visionsam', 'glad', 'part']",definitely going huge team inspiration innovative approaches towards achieving goals visionsam glad part,0.85,0.35,13,7.08,Positive,0.641001,0.3590009999999999,1e-06,0
2021-10-27 19:19:54+00:00,1453441341224935427,"The #Metaverse is not ""exclusive"" to only one platform☄️

Several ways exist to access the world of your choosing🌍

-VR/AR 
-#Web3 💻
-Mobile 📱

Technology allows for this free and open virtual galaxy for all to explore https://t.co/O7JxPKTckg",polygonstudios,the is not exclusive to only one platform several ways exist to access the world of your choosing vr ar mobile technology allows for this free and open virtual galaxy for all to explore,"['exclusive', 'platform', 'several', 'ways', 'exist', 'access', 'world', 'choosing', 'mobile', 'technology', 'allows', 'free', 'open', 'virtual', 'galaxy', 'explore']",exclusive platform several ways exist access world choosing mobile technology allows free open virtual galaxy explore,0.4333333333333333,0.1333333333333333,16,6.38,Positive,0.255001,0.745001,1e-06,0
2021-10-27 19:19:17+00:00,1453441186941882370,The Pre-Welcome to the Metaverse Era https://t.co/n5lMjKvaxJ via @radass #Metaverse #zuckerbergisatraitor,Radass,the pre welcome to the metaverse era via,"['pre', 'welcome', 'era', 'via']",pre welcome era via,0.9,0.8,4,4.0,Positive,0.500001,0.500001,1e-06,0
2021-10-27 19:17:41+00:00,1453440785052016643,@LukasKoe98 @JerseyChamps @DinosChibi Hopefully it’s a #CretaceousCreatures Jersey‼️ Best team in the #Metaverse 😎🏀 #floorischibi https://t.co/BH08eFY0tH,CretaceousFC,hopefully ita jersey best team in the,"['hopefully', 'ita', 'jersey', 'best', 'team']",hopefully ita jersey best team,0.3,1.0,5,5.2,Positive,0.697001,0.3030009999999999,1e-06,0
2021-10-27 19:15:58+00:00,1453440352757551104,"join this cool airdrop.
@nopphavee
@idrowneveryday
@penchaprang 
#SpaceSIP #Metaverse #GameFi #BSC https://t.co/56QKy8yRuK",Garaboon02,join this cool airdrop,"['join', 'cool', 'airdrop']",join cool airdrop,0.65,0.35,3,5.0,Positive,0.818001,0.182001,1e-06,0
2021-10-27 19:15:42+00:00,1453440284218458117,"@MonsterArenaBSC This is definitely going to be HUGE! as the team has been an inspiration in their innovative approaches towards achieving the project goals and visions, I am so glad to be part of this.
@UtepSugandi
@erramawa
@Melisah921
#Airdrop #GameFi #NFT #P2E #Metaverse",Supriya00318875,this is definitely going to be huge as the team has been an inspiration in their innovative approaches towards achieving the project goals and visionsam so glad to be part of this,"['definitely', 'going', 'huge', 'team', 'inspiration', 'innovative', 'approaches', 'towards', 'achieving', 'goals', 'visionsam', 'glad', 'part']",definitely going huge team inspiration innovative approaches towards achieving goals visionsam glad part,0.85,0.35,13,7.08,Positive,0.641001,0.3590009999999999,1e-06,0
2021-10-27 19:15:18+00:00,1453440185056718848,"@0xSpaceSip join this cool airdrop.
@nopphavee
@idrowneveryday
@penchaprang
#SpaceSIP #Metaverse #GameFi #BSC",Garaboon02,join this cool airdrop,"['join', 'cool', 'airdrop']",join cool airdrop,0.65,0.35,3,5.0,Positive,0.818001,0.182001,1e-06,0
2021-10-27 19:14:51+00:00,1453440073568038920,"The @ElrondNetwork  and @IstariVision positioned as the fulcrum to the success of @holoride . It can not be better than this 💯

#Metaverse 
#NFTs 
#NFTGaming https://t.co/oNICCc2WwC",paulmilleX,the and positioned as the fulcrum to the success of it can not be better than this,"['positioned', 'fulcrum', 'success', 'better']",positioned fulcrum success better,0.25,0.4,4,7.5,Positive,0.767001,0.233001,1e-06,0
2021-10-27 19:14:21+00:00,1453439948003049474,"So excited to welcome @borgetsebastien of @TheSandboxGame at the https://t.co/KBLPCWs6Xe 

Love the growing #nft #web3 #metaverse they’re creating and their explorations of NPCs and #virtualbeings ! https://t.co/a7fVh1nBUy",theculturedao,so excited to welcome of at the love the growing they re creating and their explorations of npcs and,"['excited', 'welcome', 'love', 'growing', 'creating', 'explorations', 'npcs']",excited welcome love growing creating explorations npcs,0.75,0.5583333333333333,7,7.0,Positive,0.937001,0.063001,1e-06,0
2021-10-27 19:13:41+00:00,1453439778960064519,"@CryptoLoretta $SANSHU the best community you can wish for. #DogPark, #Minecraft server, #Metaverse, #NFT's coming! Come on over! 😍❤🚀",SanshuSquad,sanshu the best community you can wish for server coming come on over,"['sanshu', 'best', 'community', 'wish', 'server', 'coming', 'coming']",sanshu best community wish server coming coming,0.3,1.0,7,5.86,Positive,0.580001,0.4200009999999999,1e-06,0
2021-10-27 19:11:25+00:00,1453439209046487053,"@atlantis_TW Thankyou for this great project 
Keep going to the moon

@Mahsa_Nasseri 

@NHUY221
 
@Maneli6534 

#Metaverse #Atlantis #PlayToEarn #NFT #Airdrops",BuiQk,thankyou for this great project keep going to the moon,"['thankyou', 'great', 'keep', 'going', 'moon']",thankyou great keep going moon,0.75,0.8,5,5.2,Positive,0.506001,0.4940009999999999,1e-06,0
2021-10-27 19:10:05+00:00,1453438870931050513,"Facebook’s hiring 10,000 people to develop a virtual reality version of the internet. It’s where people can work, play, and communicate. Do you understand the metaverse? #Facebook #metaverse #VirtualReality https://t.co/5tZW9e2Jpv",CSTG_Omaha,facebookhiring   people to developvirtual reality version of the internet itwhere people can work play and communicate do you understand the metaverse,"['facebookhiring', 'people', 'developvirtual', 'reality', 'version', 'internet', 'itwhere', 'people', 'work', 'play', 'communicate', 'understand']",facebookhiring people developvirtual reality version internet itwhere people work play communicate understand,0.0,0.0,12,8.17,Neutral,0.179001,0.821001,1e-06,0
2021-10-27 19:09:23+00:00,1453438696993263617,"Facebook’s hiring 10,000 people to develop a virtual reality version of the internet. It’s where people can work, play, and communicate. Do you understand the metaverse? #Facebook #metaverse #VirtualReality https://t.co/LjBQUJqgiW",STLITSolutions,facebookhiring   people to developvirtual reality version of the internet itwhere people can work play and communicate do you understand the metaverse,"['facebookhiring', 'people', 'developvirtual', 'reality', 'version', 'internet', 'itwhere', 'people', 'work', 'play', 'communicate', 'understand']",facebookhiring people developvirtual reality version internet itwhere people work play communicate understand,0.0,0.0,12,8.17,Neutral,0.179001,0.821001,1e-06,0
2021-10-27 19:09:00+00:00,1453438599618187266,"Facebook’s hiring 10,000 people to develop a virtual reality version of the internet. It’s where people can work, play, and communicate. Do you understand the metaverse? #Facebook #metaverse #VirtualReality https://t.co/I7TgSt2wDl",YourIT,facebookhiring   people to developvirtual reality version of the internet itwhere people can work play and communicate do you understand the metaverse,"['facebookhiring', 'people', 'developvirtual', 'reality', 'version', 'internet', 'itwhere', 'people', 'work', 'play', 'communicate', 'understand']",facebookhiring people developvirtual reality version internet itwhere people work play communicate understand,0.0,0.0,12,8.17,Neutral,0.179001,0.821001,1e-06,0
2021-10-27 19:08:59+00:00,1453438597508575235,"Facebook’s hiring 10,000 people to develop a virtual reality version of the internet. It’s where people can work, play, and communicate. Do you understand the metaverse? #Facebook #metaverse #VirtualReality https://t.co/3I3kpaGoXp",TheFulcrumGroup,facebookhiring   people to developvirtual reality version of the internet itwhere people can work play and communicate do you understand the metaverse,"['facebookhiring', 'people', 'developvirtual', 'reality', 'version', 'internet', 'itwhere', 'people', 'work', 'play', 'communicate', 'understand']",facebookhiring people developvirtual reality version internet itwhere people work play communicate understand,0.0,0.0,12,8.17,Neutral,0.179001,0.821001,1e-06,0
2021-10-27 19:03:20+00:00,1453437174330892301,@Bitboy_Crypto #BLOK is going to the moon!! Welcome to the future @XMaximist @Bloktopia #Bloktopia #Metaverse #Crypto $BLOK https://t.co/WmkWcnMO2N,bloktopians,is going to the moon welcome to the future blok,"['going', 'moon', 'welcome', 'future', 'blok']",going moon welcome future blok,0.5125,0.4,5,5.2,Positive,0.4290009999999999,0.571001,1e-06,0
2021-10-27 19:02:21+00:00,1453436926053306372,"The future looks bright. Exciting times ahead. It is the best of times, also the worst of times. Choose. #web3 #DeFi #NFT #metaverse",mikhailbaynes,the future looks bright exciting times ahead it is the best of times also the worst of times choose,"['future', 'looks', 'bright', 'exciting', 'times', 'ahead', 'best', 'times', 'also', 'worst', 'times', 'choose']",future looks bright exciting times ahead best times also worst times choose,0.605,0.2,12,5.33,Positive,0.460001,0.3570009999999999,0.183001,0
2021-10-27 19:02:18+00:00,1453436915684974594,"@Bitboy_Crypto Best Metaverse Project!!🚀

 Blok's going to the moon! @Xmaximist @bloktopia #bloktopia #metaverse https://t.co/eV17Vajhb7",ChiefBahamas,best metaverse project blokgoing to the moon,"['best', 'blokgoing', 'moon']",best blokgoing moon,0.3,1.0,3,5.67,Positive,0.6770010000000001,0.323001,1e-06,0
2021-10-27 19:01:04+00:00,1453436603767078924,"Welcome to the #Metaverse.

Todd Gibbons, CEO @BNYMellon, spoke at #FII5 about the rapid acceleration of digitalization and the investment opportunities that are coming with it. https://t.co/SbuxY09Oiw",FIIKSA,welcome to the todd gibbons ceo spoke at about the rapid acceleration of digitalization and the investment opportunities that are coming with it,"['welcome', 'todd', 'gibbons', 'ceo', 'spoke', 'rapid', 'acceleration', 'digitalization', 'investment', 'opportunities', 'coming']",welcome todd gibbons ceo spoke rapid acceleration digitalization investment opportunities coming,0.9,0.8,11,7.82,Positive,0.384001,0.616001,1e-06,0
2021-10-27 19:00:54+00:00,1453436562591649803,"At the 3D Tech Festival, Richard Hobbs from Brand New Vision and Mao Lin Liao from REBLIKA discussed the advantages of purely #digital #fashion compared to the real world. 

Watch the replay for free https://t.co/aQy0xGLiAT

#3Dfashion #digitalfashion #3Dskills #metaverse #NFTs https://t.co/eKylB8K3Ln",MotifLearning,at the  tech festival richard hobbs from brand new vision and mao lin liao from reblika discussed the advantages of purely compared to the real world watch the replay for free,"['tech', 'festival', 'richard', 'hobbs', 'brand', 'new', 'vision', 'mao', 'lin', 'liao', 'reblika', 'discussed', 'advantages', 'purely', 'compared', 'real', 'world', 'watch', 'replay', 'free']",tech festival richard hobbs brand new vision mao lin liao reblika discussed advantages purely compared real world watch replay free,0.5136363636363637,0.2376623376623376,20,5.6,Positive,0.4070009999999999,0.593001,1e-06,0
2021-10-27 19:00:52+00:00,1453436551304728584,"The #metaverse is always expanding and of course, we had to get involved 💪
ㅤ
GovWorld is excited to announce that we have some massive #NFT metaverse partnerships in the works and we can't wait to tell you all the details the second that we're allowed 👀
ㅤ
Stay tuned 😎 https://t.co/AzUqcPCKdt",govworld1,the is always expanding and of course we had to get involved ㅤ govworld is excited to announce that we have some massive metaverse partnerships in the works and we canwait to tell you all the details the second that we re allowed ㅤ stay tuned,"['always', 'expanding', 'course', 'get', 'involved', 'govworld', 'excited', 'announce', 'massive', 'partnerships', 'works', 'canwait', 'tell', 'details', 'second', 'allowed', 'stay', 'tuned']",always expanding course get involved govworld excited announce massive partnerships works canwait tell details second allowed stay tuned,0.5833333333333334,0.125,18,6.61,Positive,0.124001,0.876001,1e-06,0
